nombre_campo,longitud,tipo,nemónico,catálogo,rango_claves
"PreguntaD34G3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34g3_18","d34g3_18","1,2"
"PreguntaD34H1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34h1_18","d34h1_18","1,2,8,9"
"PreguntaD34H2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34h2_18","","01-71"
"PreguntaD34H3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34h3_18","d34h3_18","1,2"
"PreguntaD34I1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34i1_18","d34i1_18","1,2,8,9"
"PreguntaD34I2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34i2_18","","01-97"
"PreguntaD34I3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34i3_18","d34i3_18","1,2"
"PreguntaD34J1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34j1_18","d34j1_18","1,2,8,9"
"PreguntaD34J2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34j2_18","","01-99"
"PreguntaD34J3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34j3_18","d34j3_18","1,2"
"PreguntaD34K1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34k1_18","d34k1_18","1,2,8,9"
"PreguntaD34K2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34k2_18","","01-77"
"PreguntaD34K3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34k3_18","d34k3_18","1,2"
"PreguntaD34L1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34l1_18","d34l1_18","1,2,8,9"
"PreguntaD34L2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34l2_18","","01-30"
"PreguntaD34L3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34l3_18","d34l3_18","1,2"
"PreguntaD34M1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34m1_18","d34m1_18","1,2,8,9"
"PreguntaD34M2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34m2_18","","01-44"
"PreguntaD34M3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34m3_18","d34m3_18","1,2"
"PreguntaD34N1.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34n1_18","d34n1_18","1,2,8,9"
"PreguntaD34N2.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","2","C","d34n2_18","","01-30,99"
"PreguntaD34N3.18Las siguientes preguntas se refieren a distintas actividades que uno puede realizar en su vida diaria. Le voy a pedir que por favor me diga si usted realizó algunas de estas actividades durante el último año y cada cuándo las realizó. Excluya actividades que realiza como parte de su trabajo u ocupación","1","C","d34n3_18","d34n3_18","1,2"
"PreguntaD35A.18Las siguientes preguntas se refieren a cómo se siente respecto a diferentes aspectos de su vida. Para cada uno por favor dígame, ¿qué tan frecuentemente… siente que le falta compañía?","1","C","d35a_18","d35a_18","1-3,8,9"
"PreguntaD35B.18Las siguientes preguntas se refieren a cómo se siente respecto a diferentes aspectos de su vida. Para cada uno por favor dígame, ¿qué tan frecuentemente… se siente ignorado por los demás?","1","C","d35b_18","d35b_18","1-3,8,9"
"PreguntaD35C.18Las siguientes preguntas se refieren a cómo se siente respecto a diferentes aspectos de su vida. Para cada uno por favor dígame, ¿qué tan frecuentemente… se siente aislado, apartado de los demás?","1","C","d35c_18","d35c_18","1-3,8,9"
"PreguntaE1A.18¿Cómo evaluaría usted su memoria en el presente? Diría que:","1","C","e1a_18","e1a_18","1-5,8,9"
"PreguntaE1B.18¿Comparando con hace dos años, diría que su memoria es…","1","C","e1b_18","e1b_18","1-3,8,9"
"PreguntaE2.18¿Usted necesita lentes para leer de cerca o ver objetos en una página?","1","C","e2_18","e2_18","1,2"
"PreguntaE3A.18ENTREVISTADOR: AVERIGUA SI EL ENTREVISTADO CUENTA CON LENTES PARA LEER Y PÍDELE QUE SE LOS PONGA. SI NO TIENE LENTES O NO ESTÁN DISPONIBLES, OFRÉCELE UN PAR. INDICA SI LA PERSONA PUEDE LEER CON LOS LENTES","1","C","e3a_18","e3a_18","1,2"
"PreguntaE3B.18ENTREVISTADOR: LEE INSTRUCCIONES A continuación le presentamos unas palabras para ejercitar su lectura. Por favor, lea el texto en voz alta. Tome esta medicina una vez al día después de la comida.","1","C","e3b_18","e3b_18","1-6"
"PreguntaE4.18Tiene dificultad para usar el lápiz","1","C","e4_18","e4_18","1,2,8"
"PreguntaE5.18Tipo de dificultad","1","C","e5_18","e5_18","1-4,9"
"PreguntaE6.18ENTREVISTADOR: EN CASO DE PAREJA ENTREVISTADA, PREGUNTA EL MES DE NACIMIENTO DE CADA UNO. APLICA LA LISTA ""A"" AL MÁS PRÓXIMO A CUMPLIR AÑOS Y LA LISTA ""B"" A LA OTRA PERSONA. EN CASO DE ENTREVISTA ÚNICA EN EL HOGAR: APLICA LA LISTA ""A"" SI HOY ES LUNES, MIÉRCOLES O VIERNES. APLICA LA LISTA ""B"" SI HOY ES CUALQUIER OTRO DÍA. INDICA LA LISTA QUE SE APLICÓ","1","C","e6_18","e6_18","1,2,8"
"PreguntaE7A.1.1.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7a_1_1_18","e7a_1_1_18","0,1"
"PreguntaE7A.1.2.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7a_1_2_18","e7a_1_2_18","0,1"
"PreguntaE7A.1.3.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7a_1_3_18","e7a_1_3_18","0,1"
"PreguntaE7A.1.4.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7a_1_4_18","e7a_1_4_18","0,1"
"PreguntaE7A.1.5.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7a_1_5_18","e7a_1_5_18","0,1"
"PreguntaE7A.1.6.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7a_1_6_18","e7a_1_6_18","0,1"
"PreguntaE7A.1.7.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7a_1_7_18","e7a_1_7_18","0,1"
"PreguntaE7A.1.8.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7a_1_8_18","e7a_1_8_18","0,1"
"PreguntaE7A1.TOT.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7a1_tot_18","","0-8"
"PreguntaE7B.1.1.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7b_1_1_18","e7b_1_1_18","0,1"
"PreguntaE7B.1.2.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7b_1_2_18","e7b_1_2_18","0,1"
"PreguntaE7B.1.3.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7b_1_3_18","e7b_1_3_18","0,1"
"PreguntaE7B.1.4.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7b_1_4_18","e7b_1_4_18","0,1"
"PreguntaE7B.1.5.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7b_1_5_18","e7b_1_5_18","0,1"
"PreguntaE7B.1.6.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7b_1_6_18","e7b_1_6_18","0,1"
"PreguntaE7B.1.7.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7b_1_7_18","e7b_1_7_18","0,1"
"PreguntaE7B.1.8.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7b_1_8_18","e7b_1_8_18","0,1"
"PreguntaE7B1.TOT.18Voy a leerle una lista de palabras. Escuche bien. Cuando yo termine de leerlas, usted debe de repetir todas las palabras que pueda. No importa el orden en que usted las repita. ¿Está listo(a)?","1","C","e7b1_tot_18","","0-8"
"PreguntaE7A.2.1.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_2_1_18","e7a_2_1_18","0,1"
"PreguntaE7A.2.2.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_2_2_18","e7a_2_2_18","0,1"
"PreguntaE7A.2.3.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_2_3_18","e7a_2_3_18","0,1"
"PreguntaE7A.2.4.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_2_4_18","e7a_2_4_18","0,1"
"PreguntaE7A.2.5.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_2_5_18","e7a_2_5_18","0,1"
"PreguntaE7A.2.6.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_2_6_18","e7a_2_6_18","0,1"
"PreguntaE7A.2.7.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_2_7_18","e7a_2_7_18","0,1"
"PreguntaE7A.2.8.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_2_8_18","e7a_2_8_18","0,1"
"PreguntaE7A2.TOT.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a2_tot_18","","0-8"
"PreguntaE7B.2.1.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_2_1_18","e7b_2_1_18","0,1"
"PreguntaE7B.2.2.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_2_2_18","e7b_2_2_18","0,1"
"PreguntaE7B.2.3.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_2_3_18","e7b_2_3_18","0,1"
"PreguntaE7B.2.4.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_2_4_18","e7b_2_4_18","0,1"
"PreguntaE7B.2.5.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_2_5_18","e7b_2_5_18","0,1"
"PreguntaE7B.2.6.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_2_6_18","e7b_2_6_18","0,1"
"PreguntaE7B.2.7.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_2_7_18","e7b_2_7_18","0,1"
"PreguntaE7B.2.8.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_2_8_18","e7b_2_8_18","0,1"
"PreguntaE7B2.TOT.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b2_tot_18","","0-8"
"PreguntaE7A.3.1.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_3_1_18","e7a_3_1_18","0,1"
"PreguntaE7A.3.2.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_3_2_18","e7a_3_2_18","0,1"
"PreguntaE7A.3.3.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_3_3_18","e7a_3_3_18","0,1"
"PreguntaE7A.3.4.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_3_4_18","e7a_3_4_18","0,1"
"PreguntaE7A.3.5.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_3_5_18","e7a_3_5_18","0,1"
"PreguntaE7A.3.6.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_3_6_18","e7a_3_6_18","0,1"
"PreguntaE7A.3.7.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_3_7_18","e7a_3_7_18","0,1"
"PreguntaE7A.3.8.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a_3_8_18","e7a_3_8_18","0,1"
"PreguntaE7A3.TOT.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7a3_tot_18","","0-8"
"PreguntaE7B.3.1.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_3_1_18","e7b_3_1_18","0,1"
"PreguntaE7B.3.2.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_3_2_18","e7b_3_2_18","0,1"
"PreguntaE7B.3.3.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_3_3_18","e7b_3_3_18","0,1"
"PreguntaE7B.3.4.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_3_4_18","e7b_3_4_18","0,1"
"PreguntaE7B.3.5.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_3_5_18","e7b_3_5_18","0,1"
"PreguntaE7B.3.6.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_3_6_18","e7b_3_6_18","0,1"
"PreguntaE7B.3.7.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_3_7_18","e7b_3_7_18","0,1"
"PreguntaE7B.3.8.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b_3_8_18","e7b_3_8_18","0,1"
"PreguntaE7B3.TOT.18Voy a leer la misma lista otra vez. Una vez más, cuando yo me detenga, dígame todas las palabras que pueda, incluyendo las que ya dijo antes. ¿Está listo(a)?","1","C","e7b3_tot_18","","0-8"
"PreguntaE8A.18FIGURA. RESULTADO DEL EJERCICIO","1","C","e8a_18","e8a_18","1,2"
"PreguntaE8A.C.18RESULTADO DEL EJERCICIO","1","C","e8a_c_18","e8a_c_18","0-6"
"PreguntaE9A.18FLUIDEZ VERBAL SEMÁNTICA. RESULTADO DEL EJERCICIO","1","C","e9a_18","e9a_18","1,2"
"PreguntaE9A.C.18RESULTADO DEL EJERCICIO","2","C","e9a_c_18","e9a_c_18","00-30"
"PreguntaE9B.C.18RESULTADO DEL EJERCICIO","2","C","e9b_c_18","e9b_c_18","00-29"
"PreguntaE10A.18RECORRIDO VISUAL. RESULTADO DEL EJERCICIO","1","C","e10a_18","e10a_18","1,2"
"PreguntaE10.C.18RESULTADO DEL EJERCICIO","2","C","e10_c_18","e10_c_18","00-60"
"PreguntaE11A.18¿Respondió correctamente… Día?","1","C","e11a_18","e11a_18","1,2"
"PreguntaE11B.18¿Respondió correctamente… Mes?","1","C","e11b_18","e11b_18","1,2"
"PreguntaE11C.18¿Respondió correctamente… Año?","1","C","e11c_18","e11c_18","1,2"
"PreguntaE13A.18EVOCACIÓN DE FIGURA. RESULTADO DEL EJERCICIO","1","C","e13a_18","e13a_18","1,2"
"PreguntaE13A.C.18RESULTADO DEL EJERCICIO","1","C","e13a_c_18","e13a_c_18","0-6"
"PreguntaE14A.1.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14a_1_18","e14a_1_18","0,1"
"PreguntaE14A.2.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14a_2_18","e14a_2_18","0,1"
"PreguntaE14A.3.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14a_3_18","e14a_3_18","0,1"
"PreguntaE14A.4.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14a_4_18","e14a_4_18","0,1"
"PreguntaE14A.5.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14a_5_18","e14a_5_18","0,1"
"PreguntaE14A.6.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14a_6_18","e14a_6_18","0,1"
"PreguntaE14A.7.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14a_7_18","e14a_7_18","0,1"
"PreguntaE14A.8.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14a_8_18","e14a_8_18","0,1"
"PreguntaE14A.TOT.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14a_tot_18","","0-8"
"PreguntaE14B.1.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14b_1_18","e14b_1_18","0,1"
"PreguntaE14B.2.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14b_2_18","e14b_2_18","0,1"
"PreguntaE14B.3.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14b_3_18","e14b_3_18","0,1"
"PreguntaE14B.4.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14b_4_18","e14b_4_18","0,1"
"PreguntaE14B.5.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14b_5_18","e14b_5_18","0,1"
"PreguntaE14B.6.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14b_6_18","e14b_6_18","0,1"
"PreguntaE14B.7.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14b_7_18","e14b_7_18","0,1"
"PreguntaE14B.8.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14b_8_18","e14b_8_18","0,1"
"PreguntaE14B.TOT.18¿Recuerda la lista larga de palabras que yo leí antes? Dígame, por favor, todas las palabras de la lista que pueda recordar, en el orden que sea.","1","C","e14b_tot_18","","0-8"
"PreguntaE15A.18PRIMERA RESTA Dígame: ¿Cuánto es 100-7?","3","C","e15a_18","e15a_18","000-887,888,889-998,999"
"PreguntaE15B.18SEGUNDA RESTA Ahora siga restando de 7 en 7.","3","C","e15b_18","e15b_18","000-887,888,889-998,999"
"PreguntaE15C.18TERCERA RESTA","3","C","e15c_18","e15c_18","000-887,888,889-998,999"
"PreguntaE15D.18CUARTA RESTA","3","C","e15d_18","e15d_18","000-887,888,889-998,999"
"PreguntaE15E.18QUINTA RESTA","3","C","e15e_18","e15e_18","000-887,888,889-998,999"
"PreguntaPC1.18Parte de este estudio trata sobre la memoria de la gente y la habilidad de pensar en algunas cosas. Primero, ¿cómo evaluaría la memoria de (NOMBRE) al presente? ¿Diría que es…","1","C","pc1_18","pc1_18","1-5,8,9"
"PreguntaPC2.18Comparado con hace dos años, ¿diría usted que la memoria de (NOMBRE) ha...","1","C","pc2_18","pc2_18","1-3,8,9"
"PreguntaPC3.18¿Cómo evaluaría la habilidad de (NOMBRE) para hacer juicios y decisiones? ¿Diría que es...","1","C","pc3_18","pc3_18","1-5,8,9"
"PreguntaPC4.18¿Cómo evaluaría la habilidad de (NOMBRE) para organizar sus actividades diarias? ¿Diría que su habilidad es...","1","C","pc4_18","pc4_18","1-5,8,9"
